Freq.,V(vout)
20,"1.19338242484082e+000,9.56577539080172e-001"
20.94257096,"1.21485073238728e+000,1.00598503565561e+000"
21.92956392,"1.23901171337639e+000,1.05831503619993e+000"
22.96307243,"1.26626840415702e+000,1.11377519153393e+000"
24.04528869,"1.29709752307099e+000,1.17258593712177e+000"
25.17850824,"1.33206552709453e+000,1.23497838388357e+000"
26.36513477,"1.37184862341383e+000,1.30119028103582e+000"
27.60768529,"1.41725775571831e+000,1.37145901156691e+000"
28.90879541,"1.46926982115838e+000,1.44601005193181e+000"
30.27122497,"1.52906661790621e+000,1.52503853201051e+000"
31.69786385,"1.59808323186007e+000,1.60868032655344e+000"
33.19173815,"1.67806761871907e+000,1.69696729435600e+000"
34.75601657,"1.77115279383725e+000,1.78975856012767e+000"
36.39401717,"1.87994180321402e+000,1.88663570607241e+000"
38.10921436,"2.00760257133516e+000,1.98674391602981e+000"
39.9052463,"2.15796299431531e+000,2.08855306015175e+000"
41.78592262,"2.33558298992284e+000,2.18950250576017e+000"
43.75523248,"2.54575397438020e+000,2.28548295556539e+000"
45.81735306,"2.79432860192901e+000,2.37010451521928e+000"
47.97665838,"3.08720354831894e+000,2.43372037215886e+000"
50.23772863,"3.42916026596504e+000,2.46226047308301e+000"
52.60535984,"3.82164051968721e+000,2.43615592860442e+000"
55.08457407,"4.25902286150085e+000,2.33010600306443e+000"
57.68063006,"4.72340798794176e+000,2.11517536294559e+000"
60.39903441,"5.17936052120058e+000,1.76529585065146e+000"
63.2455532,"5.57265341379389e+000,1.26931793231051e+000"
66.2262243,"5.83892359165475e+000,6.45425472837815e-001"
69.34737009,"5.92447558858839e+000,-5.19160575859132e-002"
72.61561095,"5.81022914855566e+000,-7.43132036863244e-001"
76.03787926,"5.52145956489403e+000,-1.35085794344923e+000"
79.62143411,"5.11502750333602e+000,-1.82574099225894e+000"
83.37387669,"4.65485726093175e+000,-2.15464534275816e+000"
87.30316645,"4.19266824643273e+000,-2.35182728693326e+000"
91.41763792,"3.76109202482621e+000,-2.44440102182125e+000"
95.72601846,"3.37587260265718e+000,-2.46104834880680e+000"
100.2374467,"3.04130091377738e+000,-2.42628514581156e+000"
104.961492,"2.75525287689379e+000,-2.35882842376304e+000"
109.9081748,"2.51267528614699e+000,-2.27202610877430e+000"
115.0879875,"2.30762472084461e+000,-2.17497838069539e+000"
120.5119172,"2.13430909640738e+000,-2.07368614240113e+000"
126.1914689,"1.98753884618054e+000,-1.97199185341015e+000"
132.1386896,"1.86286359281075e+000,-1.87227733579493e+000"
138.3661942,"1.75655741230730e+000,-1.77595486644714e+000"
144.887192,"1.66554112348967e+000,-1.68380266116583e+000"
151.715515,"1.58728620186957e+000,-1.59619007253787e+000"
158.8656469,"1.51972098887927e+000,-1.51322712855472e+000"
166.3527542,"1.46114750976267e+000,-1.43486309827858e+000"
174.192718,"1.41017118190939e+000,-1.36095105823915e+000"
182.4021679,"1.36564297277073e+000,-1.29128990314348e+000"
190.9985172,"1.32661250538513e+000,-1.22565143677639e+000"
200,"1.29229034395030e+000,-1.16379761288408e+000"
209.4257096,"1.26201777653114e+000,-1.10549128602725e+000"
