Freq.	V(vout)
8.33738766940672e+001	1.19812981990253e+000,-1.48594356207468e-001
8.73031664480334e+001	1.19008847488294e+000,-1.50708833731187e-001
9.14176379229752e+001	1.18197802409122e+000,-1.52382618223783e-001
9.57260184645279e+001	1.17383537363639e+000,-1.53614590526558e-001
1.00237446725455e+002	1.16569749778137e+000,-1.54407616959361e-001
1.04961492049955e+002	1.15760085479997e+000,-1.54768533029710e-001
1.09908174771525e+002	1.14958081581426e+000,-1.54708025023865e-001
1.15087987467432e+002	1.14167112623545e+000,-1.54240414245578e-001
1.20511917214872e+002	1.13390341924242e+000,-1.53383354358084e-001
1.26191468896039e+002	1.12630679572612e+000,-1.52157454969711e-001
1.32138689601520e+002	1.11890748301084e+000,-1.50585848350602e-001
1.38366194183788e+002	1.11172857918427e+000,-1.48693716757407e-001
1.44887192014998e+002	1.10478988609248e+000,-1.46507799334358e-001
1.51715515005837e+002	1.09810782982458e+000,-1.44055896067584e-001
1.58865646944857e+002	1.09169546361227e+000,-1.41366385258152e-001
1.66352754220535e+002	1.08556254539508e+000,-1.38467768701958e-001
1.74192717991217e+002	1.07971567984350e+000,-1.35388255694124e-001
1.82402167871183e+002	1.07415851335463e+000,-1.32155394137953e-001
1.90998517204288e+002	1.06889196989869e+000,-1.28795754411840e-001
2.00000000000001e+002	1.06391451570380e+000,-1.25334668206051e-001
2.09425709610181e+002	1.05922244162139e+000,-1.21796022867784e-001
2.19295639228638e+002	1.05481015253099e+000,-1.18202108671539e-001
2.29630724299377e+002	1.05067045539363e+000,-1.14573515980737e-001
2.40452886923484e+002	1.04679483837026e+000,-1.10929077498440e-001
2.51785082358834e+002	1.04317373523190e+000,-1.07285849691834e-001
2.63651347711282e+002	1.03979677099596e+000,-1.03659128333675e-001
2.76076852920578e+002	1.03665298569831e+000,-1.00062491554127e-001
2.89087954149187e+002	1.03373103490594e+000,-9.65078653534874e-002
3.02712249687243e+002	1.03101936610619e+000,-9.30056059733033e-002
3.16978638492224e+002	1.02850637139272e+000,-8.95645946038712e-002
3.31917381487514e+002	1.02618051719946e+000,-8.61923400225351e-002
3.47560165749877e+002	1.02403045248775e+000,-8.28950858776807e-002
3.63940171721998e+002	1.02204509697458e+000,-7.96779193733528e-002
3.81092143592651e+002	1.02021371135106e+000,-7.65448791207746e-002
3.99052462993778e+002	1.01852595133732e+000,-7.34990601122263e-002
4.17859226170810e+002	1.01697190759023e+000,-7.05427145585418e-002
4.37552324789913e+002	1.01554213332656e+000,-6.76773473569483e-002
4.58173530553557e+002	1.01422766144242e+000,-6.49038055671554e-002
4.79766583803901e+002	1.01302001279419e+000,-6.22223615719122e-002
5.02377286301919e+002	1.01191119716214e+000,-5.96327895218565e-002
5.26053598379079e+002	1.01089370823456e+000,-5.71344352865708e-002
5.50845740667636e+002	1.00996051380480e+000,-5.47262798463635e-002
5.76806300625324e+002	1.00910504223475e+000,-5.24069964776572e-002
6.03990344080407e+002	1.00832116609945e+000,-5.01750020448526e-002
6.32455532033679e+002	1.00760318374068e+000,-4.80285026515048e-002
6.62262242965186e+002	1.00694579942092e+000,-4.59655341801408e-002
6.93473700905067e+002	1.00634410259136e+000,-4.39839979990211e-002
7.26156109540207e+002	1.00579354671868e+000,-4.20816923415259e-002
7.60378792641127e+002	1.00528992804016e+000,-4.02563396473852e-002
7.96214341106999e+002	1.00482936453091e+000,-3.85056103550596e-002
8.33738766940676e+002	1.00440827529746e+000,-3.68271434290364e-002
8.73031664480337e+002	1.00402336058823e+000,-3.52185639785603e-002
9.14176379229756e+002	1.00367158253539e+000,-3.36774983261421e-002
9.57260184645283e+002	1.00335014672305e+000,-3.22015867404843e-002
1.00237446725455e+003	1.00305648464143e+000,-3.07884941539669e-002
1.04961492049955e+003	1.00278823707060e+000,-2.94359191138938e-002
1.09908174771526e+003	1.00254323839636e+000,-2.81416011530382e-002
1.15087987467432e+003	1.00231950186503e+000,-2.69033267541090e-002
1.20511917214872e+003	1.00211520576875e+000,-2.57189341828052e-002
1.26191468896040e+003	1.00192868053034e+000,-2.45863172322061e-002
1.32138689601520e+003	1.00175839666338e+000,-2.35034281004118e-002
1.38366194183788e+003	1.00160295357114e+000,-2.24682794751061e-002
1.44887192014999e+003	1.00146106914718e+000,-2.14789459696476e-002
1.51715515005838e+003	1.00133157013556e+000,-2.05335649925473e-002
1.58865646944857e+003	1.00121338321003e+000,-1.96303371303657e-002
1.66352754220535e+003	1.00110552672959e+000,-1.87675261267941e-002
1.74192717991217e+003	1.00100710312904e+000,-1.79434585279523e-002
1.82402167871183e+003	1.00091729190291e+000,-1.71565230375563e-002
1.90998517204289e+003	1.00083534314314e+000,-1.64051696483511e-002
2.00000000000002e+003	1.00076057159336e+000,-1.56879085661785e-002
2.09425709610182e+003	1.00069235118079e+000,-1.50033090067154e-002
2.19295639228639e+003	1.00063010999344e+000,-1.43499978403270e-002
2.29630724299378e+003	1.00057332566828e+000,-1.37266581878066e-002
2.40452886923484e+003	1.00052152115850e+000,-1.31320278924250e-002
2.51785082358835e+003	1.00047426085314e+000,-1.25648979933430e-002
2.63651347711284e+003	1.00043114701930e+000,-1.20241111408177e-002
2.76076852920579e+003	1.00039181654259e+000,-1.15085599991289e-002
2.89087954149188e+003	1.00035593794243e+000,-1.10171856558736e-002
3.02712249687244e+003	1.00032320863859e+000,-1.05489760244382e-002
3.16978638492225e+003	1.00029335245057e+000,-1.01029642714821e-002
3.31917381487515e+003	1.00026611730911e+000,-9.67822726533996e-003
3.47560165749878e+003	1.00024127316313e+000,-9.27388405125384e-003
3.63940171722000e+003	1.00021861006573e+000,-8.88909436116592e-003
3.81092143592653e+003	1.00019793642441e+000,-8.52305716216506e-003
3.99052462993779e+003	1.00017907740168e+000,-8.17500924949854e-003
4.17859226170812e+003	1.00016187345307e+000,-7.84422387005179e-003
4.37552324789914e+003	1.00014617899163e+000,-7.53000940903803e-003
4.58173530553559e+003	1.00013186116752e+000,-7.23170810533702e-003
4.79766583803902e+003	1.00011879875319e+000,-6.94869483004368e-003
5.02377286301921e+003	1.00010688112503e+000,-6.68037589980486e-003
5.26053598379081e+003	1.00009600733318e+000,-6.42618794722694e-003
5.50845740667638e+003	1.00008608525211e+000,-6.18559683243802e-003
5.76806300625326e+003	1.00007703080474e+000,-5.95809661103885e-003
6.03990344080409e+003	1.00006876725377e+000,-5.74320853820609e-003
6.32455532033682e+003	1.00006122455468e+000,-5.54048013214015e-003
6.62262242965188e+003	1.00005433876458e+000,-5.34948427184645e-003
6.93473700905070e+003	1.00004805150246e+000,-5.16981835198749e-003
7.26156109540210e+003	1.00004230945594e+000,-5.00110347138616e-003
7.60378792641130e+003	1.00003706393090e+000,-4.84298367632618e-003
7.96214341107002e+003	1.00003227043973e+000,-4.69512523955018e-003
8.33738766940679e+003	1.00002788832508e+000,-4.55721598314085e-003
8.73031664480340e+003	1.00002388041600e+000,-4.42896464687692e-003
9.14176379229759e+003	1.00002021271325e+000,-4.31010029137724e-003
9.57260184645286e+003	1.00001685410162e+000,-4.20037174785648e-003
1.00237446725455e+004	1.00001377608639e+000,-4.09954710039528e-003
1.04961492049956e+004	1.00001095255204e+000,-4.00741321254827e-003
1.09908174771526e+004	1.00000835954102e+000,-3.92377528623911e-003
1.15087987467433e+004	1.00000597505075e+000,-3.84845646408394e-003
1.20511917214873e+004	1.00000377884720e+000,-3.78129746229661e-003
1.26191468896040e+004	1.00000175229335e+000,-3.72215624213368e-003
1.32138689601521e+004	9.99999878191247e-001,-3.67090771794665e-003
1.38366194183789e+004	9.99998140636170e-001,-3.62744349706645e-003
1.44887192015000e+004	9.99996524881784e-001,-3.59167165709096e-003
1.51715515005838e+004	9.99995017215089e-001,-3.56351655591425e-003
1.58865646944858e+004	9.99993604840110e-001,-3.54291867449774e-003
1.66352754220536e+004	9.99992275769371e-001,-3.52983449647581e-003
1.74192717991218e+004	9.99991018722201e-001,-3.52423641686528e-003
1.82402167871184e+004	9.99989823029042e-001,-3.52611268942837e-003
1.90998517204289e+004	9.99988678540924e-001,-3.53546740143429e-003
2.00000000000000e+004	9.99987575543354e-001,-3.55232048480048e-003
