Freq.	V(vout)
1.26191468896039e+002	1.61586562934099e+000,-9.19265344178712e-001
1.32138689601520e+002	1.56104025442619e+000,-8.94756755078561e-001
1.38366194183788e+002	1.51089214544481e+000,-8.68711208880995e-001
1.44887192014998e+002	1.46509731036713e+000,-8.41618738668330e-001
1.51715515005837e+002	1.42333017471901e+000,-8.13881555077387e-001
1.58865646944857e+002	1.38527241200791e+000,-7.85827198131301e-001
1.66352754220535e+002	1.35061873521408e+000,-7.57720292698650e-001
1.74192717991217e+002	1.31908044739612e+000,-7.29772829719877e-001
1.82402167871183e+002	1.29038737398878e+000,-7.02153016689408e-001
1.90998517204288e+002	1.26428865232447e+000,-6.74992808162642e-001
2.00000000000001e+002	1.24055273504928e+000,-6.48394257426844e-001
2.09425709610181e+002	1.21896687049230e+000,-6.22434839009657e-001
2.19295639228638e+002	1.19933625123304e+000,-5.97171886816795e-001
2.29630724299377e+002	1.18148296753679e+000,-5.72646281187190e-001
2.40452886923484e+002	1.16524486192066e+000,-5.48885503689235e-001
2.51785082358834e+002	1.15047435111228e+000,-5.25906162969477e-001
2.63651347711282e+002	1.13703725982850e+000,-5.03716079794685e-001
2.76076852920578e+002	1.12481169516650e+000,-4.82316006578912e-001
2.89087954149187e+002	1.11368697927537e+000,-4.61701044117945e-001
3.02712249687243e+002	1.10356265004884e+000,-4.41861808005342e-001
3.16978638492224e+002	1.09434753417736e+000,-4.22785388283955e-001
3.31917381487514e+002	1.08595889335265e+000,-4.04456138439855e-001
3.47560165749877e+002	1.07832164188767e+000,-3.86856323591928e-001
3.63940171721998e+002	1.07136763260769e+000,-3.69966652408039e-001
3.81092143592651e+002	1.06503500693725e+000,-3.53766712945799e-001
3.99052462993778e+002	1.05926760469629e+000,-3.38235329276358e-001
4.17859226170810e+002	1.05401442895618e+000,-3.23350852497242e-001
4.37552324789913e+002	1.04922916137275e+000,-3.09091397561133e-001
4.58173530553557e+002	1.04486972353425e+000,-2.95435035211995e-001
4.79766583803901e+002	1.04089788015244e+000,-2.82359946791985e-001
5.02377286301919e+002	1.03727888019694e+000,-2.69844548347464e-001
5.26053598379079e+002	1.03398113236108e+000,-2.57867589178204e-001
5.50845740667636e+002	1.03097591154756e+000,-2.46408229304507e-001
5.76806300625324e+002	1.02823709338827e+000,-2.35446099530236e-001
6.03990344080407e+002	1.02574091403221e+000,-2.24961346935743e-001
6.32455532033679e+002	1.02346575276169e+000,-2.14934668469141e-001
6.62262242965186e+002	1.02139193518269e+000,-2.05347334682301e-001
6.93473700905067e+002	1.01950155498844e+000,-1.96181205250468e-001
7.26156109540207e+002	1.01777831247864e+000,-1.87418737888947e-001
7.60378792641127e+002	1.01620736820473e+000,-1.79042991718234e-001
7.96214341106999e+002	1.01477521027778e+000,-1.71037626192629e-001
8.33738766940676e+002	1.01346953401662e+000,-1.63386896387237e-001
8.73031664480337e+002	1.01227913274192e+000,-1.56075645354576e-001
9.14176379229756e+002	1.01119379867100e+000,-1.49089294191072e-001
9.57260184645283e+002	1.01020423291493e+000,-1.42413830186342e-001
1.00237446725455e+003	1.00930196375316e+000,-1.36035793615520e-001
1.04961492049955e+003	1.00847927237237e+000,-1.29942263414705e-001
1.09908174771526e+003	1.00772912538537e+000,-1.24120842070624e-001
1.15087987467432e+003	1.00704511348579e+000,-1.18559639951854e-001
1.20511917214872e+003	1.00642139567310e+000,-1.13247259270793e-001
1.26191468896040e+003	1.00585264852566e+000,-1.08172777875552e-001
1.32138689601520e+003	1.00533402005408e+000,-1.03325732958183e-001
1.38366194183788e+003	1.00486108771804e+000,-9.86961048301964e-002
1.44887192014999e+003	1.00442982021764e+000,-9.42743008445177e-002
1.51715515005838e+003	1.00403654271776e+000,-9.00511395275316e-002
1.58865646944857e+003	1.00367790518976e+000,-8.60178349939815e-002
1.66352754220535e+003	1.00335085358779e+000,-8.21659816801912e-002
1.74192717991217e+003	1.00305260360096e+000,-7.84875394474511e-002
1.82402167871183e+003	1.00278061675039e+000,-7.49748190737591e-002
1.90998517204289e+003	1.00253257861601e+000,-7.16204681357340e-002
2.00000000000002e+003	1.00230637900452e+000,-6.84174573570999e-002
2.09425709610182e+003	1.00210009387965e+000,-6.53590673337021e-002
2.19295639228639e+003	1.00191196890128e+000,-6.24388757587440e-002
2.29630724299378e+003	1.00174040442462e+000,-5.96507450318313e-002
2.40452886923484e+003	1.00158394183168e+000,-5.69888103591438e-002
2.51785082358835e+003	1.00144125107448e+000,-5.44474682428699e-002
2.63651347711284e+003	1.00131111932208e+000,-5.20213654394865e-002
2.76076852920579e+003	1.00119244061341e+000,-4.97053883173066e-002
2.89087954149188e+003	1.00108420642573e+000,-4.74946526296662e-002
3.02712249687244e+003	1.00098549707734e+000,-4.53844937110262e-002
3.16978638492225e+003	1.00089547389089e+000,-4.33704570527880e-002
3.31917381487515e+003	1.00081337204874e+000,-4.14482892565502e-002
3.47560165749878e+003	1.00073849407995e+000,-3.96139293866327e-002
3.63940171722000e+003	1.00067020392231e+000,-3.78635006586592e-002
3.81092143592653e+003	1.00060792150842e+000,-3.61933024855716e-002
3.99052462993779e+003	1.00055111782963e+000,-3.45998028765280e-002
4.17859226170812e+003	1.00049931043538e+000,-3.30796311368431e-002
4.37552324789914e+003	1.00045205932955e+000,-3.16295709089900e-002
4.58173530553559e+003	1.00040896322820e+000,-3.02465534973635e-002
4.79766583803902e+003	1.00036965614768e+000,-2.89276515027268e-002
5.02377286301921e+003	1.00033380429285e+000,-2.76700727231400e-002
5.26053598379081e+003	1.00030110321963e+000,-2.64711543406975e-002
5.50845740667638e+003	1.00027127524720e+000,-2.53283573586032e-002
5.76806300625326e+003	1.00024406709814e+000,-2.42392612972253e-002
6.03990344080409e+003	1.00021924774600e+000,-2.32015591243453e-002
6.32455532033682e+003	1.00019660645223e+000,-2.22130524232398e-002
6.62262242965188e+003	1.00017595097570e+000,-2.12716467794962e-002
6.93473700905070e+003	1.00015710593938e+000,-2.03753473847428e-002
7.26156109540210e+003	1.00013991134053e+000,-1.95222548431957e-002
7.60378792641130e+003	1.00012422119147e+000,-1.87105611767038e-002
7.96214341107002e+003	1.00010990227960e+000,-1.79385460203321e-002
8.33738766940679e+003	1.00009683303587e+000,-1.72045729993897e-002
8.73031664480340e+003	1.00008490250229e+000,-1.65070862790344e-002
9.14176379229759e+003	1.00007400938956e+000,-1.58446072848619e-002
9.57260184645286e+003	1.00006406121686e+000,-1.52157315828845e-002
1.00237446725455e+004	1.00005497352648e+000,-1.46191259175339e-002
1.04961492049956e+004	1.00004666916661e+000,-1.40535253929102e-002
1.09908174771526e+004	1.00003907763619e+000,-1.35177308047787e-002
1.15087987467433e+004	1.00003213448623e+000,-1.30106061037623e-002
1.20511917214873e+004	1.00002578077260e+000,-1.25310759950708e-002
1.26191468896040e+004	1.00001996255549e+000,-1.20781236662424e-002
1.32138689601521e+004	1.00001463044144e+000,-1.16507886342561e-002
1.38366194183789e+004	1.00000973916393e+000,-1.12481647161076e-002
1.44887192015000e+004	1.00000524719907e+000,-1.08693981100032e-002
1.51715515005838e+004	1.00000111641305e+000,-1.05136855892169e-002
1.58865646944858e+004	9.99997311738329e-001,-1.01802728013354e-002
1.66352754220536e+004	9.99993800875956e-001,-9.86845267266290e-003
1.74192717991218e+004	9.99990554021323e-001,-9.57756390869235e-003
1.82402167871184e+004	9.99987543611141e-001,-9.30698959643905e-003
1.90998517204289e+004	9.99984744089421e-001,-9.05615589522313e-003
2.00000000000000e+004	9.99982131690520e-001,-8.82453082283519e-003
