Freq.,V(vout)
20,"1.19080301730719e+000,9.57142916173325e-001"
20.94257096,"1.21198920640745e+000,1.00665260811002e+000"
21.92956392,"1.23583414635505e+000,1.05910533578572e+000"
22.96307243,"1.26273631323420e+000,1.11471344017627e+000"
24.04528869,"1.29316721993382e+000,1.17370327309254e+000"
25.17850824,"1.32768740736356e+000,1.23631345031390e+000"
26.36513477,"1.36696640585433e+000,1.30279129567134e+000"
27.60768529,"1.41180770998471e+000,1.37338647694196e+000"
28.90879541,"1.46318005819921e+000,1.44834032097060e+000"
30.27122497,"1.52225658179668e+000,1.52786851729616e+000"
31.69786385,"1.59046363641392e+000,1.61213373672581e+000"
33.19173815,"1.66954125351913e+000,1.70120289930492e+000"
34.75601657,"1.76161691959715e+000,1.79498112152214e+000"
36.39401717,"1.86929334927117e+000,1.89311033457125e+000"
38.10921436,"1.99574814646621e+000,1.99481466077123e+000"
39.9052463,"2.14483699420816e+000,2.09866632866033e+000"
41.78592262,"2.32117903229664e+000,2.20223508121126e+000"
43.75523248,"2.53017766543780e+000,2.30157215720101e+000"
45.81735306,"2.77788301605324e+000,2.39047298821242e+000"
47.97665838,"3.07052134144760e+000,2.45947766073368e+000"
50.23772863,"3.41339341059211e+000,2.49464479733433e+000"
52.60535984,"3.80869903309213e+000,2.47635139648628e+000"
55.08457407,"4.25179712011595e+000,2.37884346617648e+000"
57.68063006,"4.72579509021307e+000,2.17204236418911e+000"
60.39903441,"5.19577334103815e+000,1.82783580603427e+000"
63.2455532,"5.60670160331938e+000,1.33237028663279e+000"
66.2262243,"5.89144571949146e+000,7.01552506747248e-001"
69.34737009,"5.99205536302179e+000,-1.03431537936558e-002"
72.61561095,"5.88568978427793e+000,-7.20997148535389e-001"
76.03787926,"5.59645620911033e+000,-1.34854689919302e+000"
79.62143411,"5.18294071451965e+000,-1.83976932397491e+000"
83.37387669,"4.71217135839834e+000,-2.17978399147250e+000"
87.30316645,"4.23865706486686e+000,-2.38306346801983e+000"
91.41763792,"3.79674694535788e+000,-2.47791746933217e+000"
95.72601846,"3.40290235426801e+000,-2.49436264010001e+000"
100.2374467,"3.06150272362720e+000,-2.45798914576881e+000"
104.961492,"2.77021696473821e+000,-2.38824689818284e+000"
109.9081748,"2.52369413753331e+000,-2.29893269603053e+000"
115.0879875,"2.31570145370642e+000,-2.19939815823454e+000"
120.5119172,"2.14020257865923e+000,-2.09577143491333e+000"
126.1914689,"1.99181535160460e+000,-1.99194924048061e+000"
132.1386896,"1.86594291191432e+000,-1.89032717840746e+000"
138.3661942,"1.75875005070702e+000,-1.79231031875679e+000"
144.887192,"1.66707683719869e+000,-1.69865987407684e+000"
151.715515,"1.58833531262280e+000,-1.60972458146716e+000"
158.8656469,"1.52041008745800e+000,-1.52559350278898e+000"
166.3527542,"1.46157095151648e+000,-1.44619619171135e+000"
174.192718,"1.41039948672915e+000,-1.37136794298567e+000"
182.4021679,"1.36572896918005e+000,-1.30089199454233e+000"
190.9985172,"1.32659583714849e+000,-1.23452656034351e+000"
200,"1.29220078827348e+000,-1.17202189781528e+000"
209.4257096,"1.26187769802345e+000,-1.11313084255380e+000"
219.2956392,"1.23506880315108e+000,-1.05761507464922e+000"
229.6307243,"1.21130486544644e+000,-1.00524861112353e+000"
240.4528869,"1.19018928022524e+000,-9.55819511960726e-001"
251.7850824,"1.17138530604643e+000,-9.09130452164391e-001"
263.6513477,"1.15460576582336e+000,-8.64998590026516e-001"
276.0768529,"1.13960470835809e+000,-8.23255015104223e-001"
289.0879541,"1.12617062914615e+000,-7.83743960899301e-001"
302.7122497,"1.11412093536455e+000,-7.46321902588534e-001"
316.9786385,"1.10329740713860e+000,-7.10856616329693e-001"
331.9173815,"1.09356245952040e+000,-6.77226247906219e-001"
347.5601657,"1.08479605076082e+000,-6.45318419581599e-001"
363.9401717,"1.07689311403465e+000,-6.15029390824930e-001"
381.0921436,"1.06976141508949e+000,-5.86263281213178e-001"
399.052463,"1.06331975772628e+000,-5.58931357500114e-001"
417.8592262,"1.05749647454286e+000,-5.32951384662738e-001"
437.5523248,"1.05222815252910e+000,-5.08247037687397e-001"
458.1735306,"1.04745855279998e+000,-4.84747370534024e-001"
479.7665838,"1.04313769143027e+000,-4.62386337771022e-001"
502.3772863,"1.03922105445599e+000,-4.41102364271501e-001"
526.0535984,"1.03566892510435e+000,-4.20837958587072e-001"
550.8457407,"1.03244580516366e+000,-4.01539365560893e-001"
576.8063006,"1.02951991567761e+000,-3.83156254109053e-001"
603.9903441,"1.02686276468330e+000,-3.65641436743317e-001"
632.455532,"1.02444877182234e+000,-3.48950617008086e-001"
662.262243,"1.02225494135791e+000,-3.33042162204947e-001"
