Freq.,V(vout)
331.9173815,"1.09354240151515e+000,-6.77677730189316e-001"
347.5601657,"1.08477718423455e+000,-6.45745053891005e-001"
363.9401717,"1.07687544028704e+000,-6.15432912705728e-001"
381.0921436,"1.06974491491019e+000,-5.86645261613739e-001"
399.052463,"1.06330439727026e+000,-5.59293222795532e-001"
417.8592262,"1.05748220985515e+000,-5.33294433775154e-001"
437.5523248,"1.05221493298814e+000,-5.08572456896218e-001"
458.1735306,"1.04744632374968e+000,-4.85056246241584e-001"
479.7665838,"1.04312639615637e+000,-4.62679667529301e-001"
502.3772863,"1.03921063567213e+000,-4.41381066426402e-001"
526.0535984,"1.03565932605079e+000,-4.21102880594844e-001"
550.8457407,"1.03243697039761e+000,-4.01791291242262e-001"
576.8063006,"1.02951179164029e+000,-3.83395910077525e-001"
603.9903441,"1.02685530008739e+000,-3.65869497951280e-001"
632.455532,"1.02444191789300e+000,-3.49167711659902e-001"
662.262243,"1.02224865197604e+000,-3.33248876089783e-001"
693.4737009,"1.02025480830685e+000,-3.18073778673352e-001"
726.1561095,"1.01844174163989e+000,-3.03605483850333e-001"
760.3787926,"1.01679263572441e+000,-2.89809165304177e-001"
796.2143411,"1.01529230978144e+000,-2.76651953967303e-001"
833.7387669,"1.01392704771820e+000,-2.64102800165347e-001"
873.0316645,"1.01268444704488e+000,-2.52132348219675e-001"
914.1763792,"1.01155328495543e+000,-2.40712822322166e-001"
957.2601846,"1.01052339936246e+000,-2.29817922334405e-001"
1002.374467,"1.00958558302602e+000,-2.19422728518111e-001"
1049.61492,"1.00873148915844e+000,-2.09503614292771e-001"
1099.081748,"1.00795354712398e+000,-2.00038166087325e-001"
1150.879875,"1.00724488702861e+000,-1.91005109654725e-001"
1205.119172,"1.00659927216918e+000,-1.82384242169064e-001"
1261.914689,"1.00601103843189e+000,-1.74156369485900e-001"
1321.386896,"1.00547503986127e+000,-1.66303248137410e-001"
1383.661942,"1.00498659970719e+000,-1.58807531543971e-001"
1448.87192,"1.00454146635531e+000,-1.51652720073798e-001"
1517.15515,"1.00413577360570e+000,-1.44823114603241e-001"
1588.656469,"1.00376600484373e+000,-1.38303773237567e-001"
1663.527542,"1.00342896068560e+000,-1.32080470920300e-001"
1741.92718,"1.00312172974566e+000,-1.26139661694651e-001"
1824.021679,"1.00284166219546e+000,-1.20468443377831e-001"
1909.985172,"1.00258634583872e+000,-1.15054524433617e-001"
2000,"1.00235358444493e+000,-1.09886192907652e-001"
2094.257096,"1.00214137811636e+000,-1.04952287218111e-001"
2192.956392,"1.00194790549091e+000,-1.00242168688055e-001"
2296.307243,"1.00177150759794e+000,-9.57456956684837e-002"
2404.528869,"1.00161067320801e+000,-9.14531991338663e-002"
2517.850824,"1.00146402553329e+000,-8.73554596801114e-002"
2636.513477,"1.00133031014815e+000,-8.34436857708170e-002"
2760.768529,"1.00120838401475e+000,-7.97094931899665e-002"
2890.879541,"1.00109720550927e+000,-7.61448855919298e-002"
3027.122497,"1.00099582535454e+000,-7.27422361055687e-002"
3169.786385,"1.00090337837463e+000,-6.94942698878549e-002"
3319.173815,"1.00081907599493e+000,-6.63940476038078e-002"
3475.601657,"1.00074219941853e+000,-6.34349497481708e-002"
3639.401717,"1.00067209341704e+000,-6.06106617747173e-002"
3810.921436,"1.00060816067884e+000,-5.79151599777106e-002"
3990.52463,"1.00054985666422e+000,-5.53426980836775e-002"
4178.592262,"1.00049668492102e+000,-5.28877945134809e-002"
4375.523248,"1.00044819281879e+000,-5.05452202737615e-002"
4581.735306,"1.00040396766381e+000,-4.83099874541040e-002"
4797.665838,"1.00036363316004e+000,-4.61773382808133e-002"
5023.772863,"1.00032684618530e+000,-4.41427347052468e-002"
5260.535984,"1.00029329385384e+000,-4.22018485105582e-002"
5508.457407,"1.00026269083984e+000,-4.03505518825114e-002"
5768.063006,"1.00023477693837e+000,-3.85849084523215e-002"
6039.903441,"1.00020931484221e+000,-3.69011647594562e-002"
6324.55532,"1.00018608811574e+000,-3.52957421348492e-002"
6622.62243,"1.00016489934772e+000,-3.37652289697417e-002"
6934.737009,"1.00014556846740e+000,-3.23063733612798e-002"
7261.561095,"1.00012793120912e+000,-3.09160761080420e-002"
7603.787926,"1.00011183771221e+000,-2.95913840459434e-002"
7962.143411,"1.00009715124419e+000,-2.83294837042831e-002"
8337.387669,"1.00008374703609e+000,-2.71276952687458e-002"
8730.316645,"1.00007151122006e+000,-2.59834668386247e-002"
9141.763792,"1.00006033986011e+000,-2.48943689578027e-002"
9572.601846,"1.00005013806750e+000,-2.38580894194911e-002"
10023.74467,"1.00004081919338e+000,-2.28724283192605e-002"
10496.1492,"1.00003230409168e+000,-2.19352933549999e-002"
10990.81748,"1.00002452044594e+000,-2.10446953591372e-002"
11508.79875,"1.00001740215436e+000,-2.01987440527773e-002"
12051.19172,"1.00001088876774e+000,-1.93956440116381e-002"
12619.14689,"1.00000492497564e+000,-1.86336908399198e-002"
13213.86896,"9.99999460136161e-001,-1.79112675366468e-002"
13836.61942,"9.99994447845574e-001,-1.72268410499328e-002"
14488.7192,"9.99989845543966e-001,-1.65789590130316e-002"
15171.5515,"9.99985614153594e-001,-1.59662466513737e-002"
15886.56469,"9.99981717746850e-001,-1.53874038562662e-002"
16635.27542,"9.99978123241030e-001,-1.48412024187792e-002"
17419.2718,"9.99974800117296e-001,-1.43264834171077e-002"
18240.21679,"9.99971720161426e-001,-1.38421547500229e-002"
19099.85172,"9.99968857224165e-001,-1.33871888159547e-002"
20000,"9.99966186999123e-001,-1.29606203275898e-002"
