Freq.,V(vout)
20,"1.30360820509668e+000,4.24760947826144e-002"
20.94257096,"1.30549426263315e+000,3.52031035181426e-002"
21.92956392,"1.30701925643370e+000,2.78793965007935e-002"
22.96307243,"1.30818512213591e+000,2.05167105777946e-002"
24.04528869,"1.30899348943785e+000,1.31260133566684e-002"
25.17850824,"1.30944556517352e+000,5.71769378075260e-003"
26.36513477,"1.30954205185117e+000,-1.69823500618804e-003"
27.60768529,"1.30928310194577e+000,-9.11192495914293e-003"
28.90879541,"1.30866830791638e+000,-1.65134790331649e-002"
30.27122497,"1.30769672864699e+000,-2.38927381760732e-002"
31.69786385,"1.30636695151043e+000,-3.12390736253292e-002"
33.19173815,"1.30467719004082e+000,-3.85411889874376e-002"
34.75601657,"1.30262541677803e+000,-4.57869370693516e-002"
36.39401717,"1.30020952975610e+000,-5.29631560966664e-002"
38.10921436,"1.29742755090410e+000,-6.00555306373280e-002"
39.9052463,"1.29427785515145e+000,-6.70484830698115e-002"
41.78592262,"1.29075942533382e+000,-7.39251008490101e-002"
43.75523248,"1.28687212958175e+000,-8.06671054888284e-002"
45.81735306,"1.28261701548763e+000,-8.72548687984818e-002"
47.97665838,"1.27799661330937e+000,-9.36674812473939e-002"
50.23772863,"1.27301524041104e+000,-9.98828764568316e-002"
52.60535984,"1.26767929668131e+000,-1.05878014888731e-001"
55.08457407,"1.26199754007393e+000,-1.11629127561173e-001"
57.68063006,"1.25598132984305e+000,-1.17112018604530e-001"
60.39903441,"1.24964482554060e+000,-1.22302423194924e-001"
63.2455532,"1.24300512904301e+000,-1.27176414178393e-001"
66.2262243,"1.23608235832944e+000,-1.31710847716022e-001"
69.34737009,"1.22889964330534e+000,-1.35883836053836e-001"
72.61561095,"1.22148303586437e+000,-1.39675231526780e-001"
76.03787926,"1.21386133076157e+000,-1.43067105520458e-001"
79.62143411,"1.20606579637388e+000,-1.46044203262136e-001"
83.37387669,"1.19812981990253e+000,-1.48594356207468e-001"
87.30316645,"1.19008847488294e+000,-1.50708833731187e-001"
91.41763792,"1.18197802409122e+000,-1.52382618223783e-001"
95.72601846,"1.17383537363639e+000,-1.53614590526558e-001"
100.2374467,"1.16569749778137e+000,-1.54407616959361e-001"
104.961492,"1.15760085479997e+000,-1.54768533029710e-001"
109.9081748,"1.14958081581426e+000,-1.54708025023865e-001"
115.0879875,"1.14167112623545e+000,-1.54240414245578e-001"
120.5119172,"1.13390341924242e+000,-1.53383354358084e-001"
126.1914689,"1.12630679572612e+000,-1.52157454969711e-001"
132.1386896,"1.11890748301084e+000,-1.50585848350602e-001"
138.3661942,"1.11172857918427e+000,-1.48693716757407e-001"
144.887192,"1.10478988609248e+000,-1.46507799334358e-001"
151.715515,"1.09810782982458e+000,-1.44055896067584e-001"
158.8656469,"1.09169546361227e+000,-1.41366385258152e-001"
166.3527542,"1.08556254539508e+000,-1.38467768701958e-001"
174.192718,"1.07971567984350e+000,-1.35388255694124e-001"
182.4021679,"1.07415851335463e+000,-1.32155394137953e-001"
190.9985172,"1.06889196989869e+000,-1.28795754411840e-001"
200,"1.06391451570380e+000,-1.25334668206051e-001"
209.4257096,"1.05922244162139e+000,-1.21796022867784e-001"
219.2956392,"1.05481015253099e+000,-1.18202108671539e-001"
229.6307243,"1.05067045539363e+000,-1.14573515980737e-001"
240.4528869,"1.04679483837026e+000,-1.10929077498440e-001"
251.7850824,"1.04317373523190e+000,-1.07285849691834e-001"
263.6513477,"1.03979677099596e+000,-1.03659128333675e-001"
276.0768529,"1.03665298569831e+000,-1.00062491554127e-001"
289.0879541,"1.03373103490594e+000,-9.65078653534874e-002"
302.7122497,"1.03101936610619e+000,-9.30056059733033e-002"
316.9786385,"1.02850637139272e+000,-8.95645946038712e-002"
331.9173815,"1.02618051719946e+000,-8.61923400225351e-002"
347.5601657,"1.02403045248775e+000,-8.28950858776807e-002"
363.9401717,"1.02204509697458e+000,-7.96779193733528e-002"
381.0921436,"1.02021371135106e+000,-7.65448791207746e-002"
399.052463,"1.01852595133732e+000,-7.34990601122263e-002"
417.8592262,"1.01697190759023e+000,-7.05427145585418e-002"
437.5523248,"1.01554213332656e+000,-6.76773473569483e-002"
458.1735306,"1.01422766144242e+000,-6.49038055671554e-002"
479.7665838,"1.01302001279419e+000,-6.22223615719122e-002"
502.3772863,"1.01191119716214e+000,-5.96327895218565e-002"
526.0535984,"1.01089370823456e+000,-5.71344352865708e-002"
550.8457407,"1.00996051380480e+000,-5.47262798463635e-002"
576.8063006,"1.00910504223475e+000,-5.24069964776572e-002"
603.9903441,"1.00832116609945e+000,-5.01750020448526e-002"
632.455532,"1.00760318374068e+000,-4.80285026515048e-002"
662.262243,"1.00694579942092e+000,-4.59655341801408e-002"
693.4737009,"1.00634410259136e+000,-4.39839979990211e-002"
726.1561095,"1.00579354671868e+000,-4.20816923415259e-002"
760.3787926,"1.00528992804016e+000,-4.02563396473852e-002"
796.2143411,"1.00482936453091e+000,-3.85056103550596e-002"
833.7387669,"1.00440827529746e+000,-3.68271434290364e-002"
873.0316645,"1.00402336058823e+000,-3.52185639785603e-002"
914.1763792,"1.00367158253539e+000,-3.36774983261421e-002"
957.2601846,"1.00335014672305e+000,-3.22015867404843e-002"
1002.374467,"1.00305648464143e+000,-3.07884941539669e-002"
1049.61492,"1.00278823707060e+000,-2.94359191138938e-002"
1099.081748,"1.00254323839636e+000,-2.81416011530382e-002"
1150.879875,"1.00231950186503e+000,-2.69033267541090e-002"
1205.119172,"1.00211520576875e+000,-2.57189341828052e-002"
1261.914689,"1.00192868053034e+000,-2.45863172322061e-002"
1321.386896,"1.00175839666338e+000,-2.35034281004118e-002"
1383.661942,"1.00160295357114e+000,-2.24682794751061e-002"
1448.87192,"1.00146106914718e+000,-2.14789459696476e-002"
1517.15515,"1.00133157013556e+000,-2.05335649925473e-002"
1588.656469,"1.00121338321003e+000,-1.96303371303657e-002"
1663.527542,"1.00110552672959e+000,-1.87675261267941e-002"
1741.92718,"1.00100710312904e+000,-1.79434585279523e-002"
1824.021679,"1.00091729190291e+000,-1.71565230375563e-002"
1909.985172,"1.00083534314314e+000,-1.64051696483511e-002"
2000,"1.00076057159336e+000,-1.56879085661785e-002"
2094.257096,"1.00069235118079e+000,-1.50033090067154e-002"
2192.956392,"1.00063010999344e+000,-1.43499978403270e-002"
2296.307243,"1.00057332566828e+000,-1.37266581878066e-002"
2404.528869,"1.00052152115850e+000,-1.31320278924250e-002"
2517.850824,"1.00047426085314e+000,-1.25648979933430e-002"
2636.513477,"1.00043114701930e+000,-1.20241111408177e-002"
2760.768529,"1.00039181654259e+000,-1.15085599991289e-002"
2890.879541,"1.00035593794243e+000,-1.10171856558736e-002"
3027.122497,"1.00032320863859e+000,-1.05489760244382e-002"
3169.786385,"1.00029335245057e+000,-1.01029642714821e-002"
3319.173815,"1.00026611730911e+000,-9.67822726533996e-003"
3475.601657,"1.00024127316313e+000,-9.27388405125384e-003"
3639.401717,"1.00021861006573e+000,-8.88909436116592e-003"
3810.921436,"1.00019793642441e+000,-8.52305716216506e-003"
3990.52463,"1.00017907740168e+000,-8.17500924949854e-003"
4178.592262,"1.00016187345307e+000,-7.84422387005179e-003"
4375.523248,"1.00014617899163e+000,-7.53000940903803e-003"
4581.735306,"1.00013186116752e+000,-7.23170810533702e-003"
4797.665838,"1.00011879875319e+000,-6.94869483004368e-003"
5023.772863,"1.00010688112503e+000,-6.68037589980486e-003"
5260.535984,"1.00009600733318e+000,-6.42618794722694e-003"
5508.457407,"1.00008608525211e+000,-6.18559683243802e-003"
5768.063006,"1.00007703080474e+000,-5.95809661103885e-003"
6039.903441,"1.00006876725377e+000,-5.74320853820609e-003"
6324.55532,"1.00006122455468e+000,-5.54048013214015e-003"
6622.62243,"1.00005433876458e+000,-5.34948427184645e-003"
6934.737009,"1.00004805150246e+000,-5.16981835198749e-003"
7261.561095,"1.00004230945594e+000,-5.00110347138616e-003"
7603.787926,"1.00003706393090e+000,-4.84298367632618e-003"
7962.143411,"1.00003227043973e+000,-4.69512523955018e-003"
8337.387669,"1.00002788832508e+000,-4.55721598314085e-003"
8730.316645,"1.00002388041600e+000,-4.42896464687692e-003"
9141.763792,"1.00002021271325e+000,-4.31010029137724e-003"
9572.601846,"1.00001685410162e+000,-4.20037174785648e-003"
10023.74467,"1.00001377608639e+000,-4.09954710039528e-003"
10496.1492,"1.00001095255204e+000,-4.00741321254827e-003"
10990.81748,"1.00000835954102e+000,-3.92377528623911e-003"
11508.79875,"1.00000597505075e+000,-3.84845646408394e-003"
12051.19172,"1.00000377884720e+000,-3.78129746229661e-003"
12619.14689,"1.00000175229335e+000,-3.72215624213368e-003"
13213.86896,"9.99999878191247e-001,-3.67090771794665e-003"
13836.61942,"9.99998140636170e-001,-3.62744349706645e-003"
14488.7192,"9.99996524881784e-001,-3.59167165709096e-003"
15171.5515,"9.99995017215089e-001,-3.56351655591425e-003"
15886.56469,"9.99993604840110e-001,-3.54291867449774e-003"
16635.27542,"9.99992275769371e-001,-3.52983449647581e-003"
17419.2718,"9.99991018722201e-001,-3.52423641686528e-003"
18240.21679,"9.99989823029042e-001,-3.52611268942837e-003"
19099.85172,"9.99988678540924e-001,-3.53546740143429e-003"
20000,"9.99987575543354e-001,-3.55232048480048e-003"
