Freq.,V(n003)
5260.535984,"8.46493629731301e-001,-9.03844438967992e-002"
5508.457407,"8.42334541392841e-001,-1.07854313324535e-001"
5768.063006,"8.37407934024532e-001,-1.25260117605341e-001"
6039.903441,"8.31700322804131e-001,-1.42583934848158e-001"
6324.55532,"8.25197285738248e-001,-1.59804586998052e-001"
6622.62243,"8.17883936168417e-001,-1.76897286061382e-001"
6934.737009,"8.09745461932148e-001,-1.93833331208922e-001"
7261.561095,"8.00767729470630e-001,-2.10579868774693e-001"
7603.787926,"7.90937949022033e-001,-2.27099728388149e-001"
7962.143411,"7.80245394341363e-001,-2.43351349346293e-001"
8337.387669,"7.68682167177765e-001,-2.59288811677886e-001"
8730.316645,"7.56243993100071e-001,-2.74861985991761e-001"
9141.763792,"7.42931031331355e-001,-2.90016814955562e-001"
9572.601846,"7.28748677237362e-001,-3.04695736960490e-001"
10023.74467,"7.13708332281348e-001,-3.18838259075017e-001"
10496.1492,"6.97828112937135e-001,-3.32381681726093e-001"
10990.81748,"6.81133467613878e-001,-3.45261971713250e-001"
11508.79875,"6.63657669477630e-001,-3.57414773316739e-001"
12051.19172,"6.45442153523224e-001,-3.68776539692618e-001"
12619.14689,"6.26536668657328e-001,-3.79285758874509e-001"
13213.86896,"6.06999220087821e-001,-3.88884241060294e-001"
13836.61942,"5.86895784003440e-001,-3.97518427074090e-001"
14488.7192,"5.66299785202149e-001,-4.05140672614146e-001"
15171.5515,"5.45291338603263e-001,-4.11710459746180e-001"
15886.56469,"5.23956266866137e-001,-4.17195486589142e-001"
16635.27542,"5.02384917875107e-001,-4.21572588591837e-001"
17419.2718,"4.80670816767339e-001,-4.24828450294488e-001"
18240.21679,"4.58909196589058e-001,-4.26960074808478e-001"
19099.85172,"4.37195458756937e-001,-4.27974988947028e-001"
20000,"4.15623618642040e-001,-4.27891174269319e-001"
